asset,date,forks,stars,subscribers,total_issues,closed_issues,pull_requests_merged,pull_request_contributors,commit_count_4_weeks,blockcount,medianfee,txcount,activeaddresses,label
bch,2017-08-30,80,169,60,54,31,13,3,0,86,0.000113,15867,97424,1
bch,2017-08-31,81,171,62,54,31,13,3,0,86,0.00014894,13568,70395,1
bch,2017-09-01,81,173,62,54,31,13,3,0,116,9.6e-05,10362,33396,1
bch,2017-09-02,83,174,62,54,31,13,3,0,134,9.6e-05,7858,21607,1
bch,2017-09-03,84,175,62,54,31,13,3,0,131,9.6e-05,7515,25534,1
bch,2017-09-04,84,175,62,54,31,13,3,0,129,9.6e-05,7599,21795,1
bch,2017-09-05,84,176,62,54,31,13,3,0,112,5.978e-05,7328,23292,1
bch,2017-09-11,94,183,64,56,32,13,3,41,174,2.588e-05,7256,18271,0
bch,2017-09-14,96,191,70,58,32,13,3,41,186,7.48e-05,7296,18483,0
bch,2017-09-15,96,193,71,58,32,13,3,41,170,7.48e-05,8634,81860,0
bch,2017-09-25,99,196,69,60,33,13,3,28,282,5e-05,8976,37335,0
bch,2017-09-26,99,197,69,60,33,13,3,26,313,3.74e-05,6464,16249,0
bch,2017-09-29,100,197,69,61,33,13,3,12,13,3.4e-05,5755,15601,0
bch,2017-09-30,102,197,69,61,33,13,3,12,588,5e-05,8445,23008,0
bch,2017-10-05,104,199,70,61,33,13,3,1,1129,5e-05,8625,21231,0
bch,2017-10-06,104,200,72,62,33,13,3,28,34,3.84e-05,6088,22466,0
bch,2017-10-07,104,201,70,62,33,13,3,27,141,5e-05,5044,12825,0
bch,2017-10-08,105,202,70,62,33,13,3,28,107,5e-05,6828,18005,0
bch,2017-10-09,105,202,70,62,33,13,3,28,91,5e-05,9074,22439,0
bch,2017-10-10,105,203,71,62,33,13,3,26,112,5e-05,8335,21649,0
bch,2017-10-11,105,205,71,62,33,13,3,26,100,4.52e-05,7284,22137,0
bch,2017-10-12,105,205,71,62,33,13,3,26,556,3.74e-05,12256,45290,0
bch,2017-10-14,106,206,71,62,33,13,3,25,94,0.0002,12997,175291,0
bch,2017-10-20,111,208,73,63,33,13,3,30,120,1e-05,18183,31812,0
bch,2017-11-15,137,278,95,82,38,13,3,23,169,5.595e-05,24790,63557,1
bch,2017-11-16,139,280,95,85,39,13,3,30,82,5.595e-05,28469,71603,1
bch,2017-11-17,140,282,95,85,39,13,3,37,156,0.0001114,22432,81418,1
bch,2017-11-18,146,285,96,85,39,13,3,35,166,5e-05,22013,47696,1
bch,2017-11-19,148,290,96,85,39,13,3,35,133,2.6e-05,14869,39875,1
bch,2017-11-20,149,290,96,86,40,13,3,39,141,2.26e-05,15738,39022,1
bch,2017-11-21,150,294,96,86,40,13,3,39,153,3e-05,18071,40440,1
bch,2017-11-22,150,295,96,86,40,13,3,39,149,3e-05,18927,43924,1
bch,2017-11-23,151,296,96,86,40,13,3,39,161,1.108e-05,27057,65849,1
bch,2017-11-24,152,299,96,86,40,13,3,38,131,1.13e-05,24345,116711,1
bch,2017-11-25,152,299,96,87,41,13,3,38,147,1.527e-05,18565,43693,1
bch,2017-11-26,153,302,96,87,41,13,3,38,141,1.264e-05,18929,44139,1
bch,2017-11-27,154,310,96,87,41,13,3,47,122,1.499e-05,20146,47009,1
bch,2017-11-28,154,312,96,87,41,13,3,44,145,1.424e-05,23380,51960,1
bch,2017-11-29,155,317,97,87,41,13,3,43,142,1.313e-05,28233,61369,1
bch,2017-11-30,156,321,99,87,41,13,3,43,134,1.13e-05,21815,47112,1
bch,2017-12-01,156,325,99,89,41,13,3,42,148,1.264e-05,19169,41612,1
bch,2017-12-02,160,326,99,89,41,13,3,42,137,1.52e-05,17581,38808,1
bch,2017-12-03,161,326,100,89,41,13,3,42,143,1.274e-05,21761,45152,1
bch,2017-12-04,162,328,100,89,41,13,3,41,142,1.391e-05,21854,44359,1
bch,2017-12-05,162,329,99,91,43,13,3,41,148,1.264e-05,20813,46341,1
bch,2017-12-06,162,331,100,91,43,13,3,56,156,1.355e-05,26703,86238,1
bch,2017-12-07,164,333,98,92,43,13,3,52,76,1.13e-05,24274,64701,1
bch,2017-12-08,165,335,98,93,43,13,3,52,173,1.547e-05,27341,61820,1
bch,2017-12-09,165,337,98,93,43,13,3,52,148,1.13e-05,18108,42200,1
bch,2017-12-10,166,338,98,93,43,13,3,50,130,1.393e-05,16352,40410,1
bch,2017-12-11,166,345,99,93,43,13,3,49,146,1.93e-05,22787,55122,0
bch,2017-12-12,167,346,99,93,43,13,3,48,144,1.558e-05,25125,68563,1
bch,2017-12-13,169,348,100,93,43,13,3,45,158,1.13e-05,23160,52907,1
bch,2017-12-14,169,350,100,93,43,13,3,32,151,8.36e-06,35177,150421,1
bch,2017-12-15,175,357,100,94,43,13,3,28,136,1.125e-05,28591,140902,1
bch,2017-12-16,175,359,99,94,43,13,3,28,124,1.108e-05,25037,165153,1
bch,2017-12-17,176,360,100,94,43,13,3,28,149,1.13e-05,28796,171118,1
bch,2017-12-18,178,362,101,94,43,13,3,28,175,1.13e-05,32452,172241,1
bch,2017-12-19,179,365,103,94,43,13,3,28,151,1.108e-05,57288,244605,1
bch,2017-12-20,181,370,107,94,63,13,3,28,163,1.212e-05,127904,429597,1
bch,2017-12-21,184,377,109,94,63,13,3,28,131,9.71e-06,77136,328112,1
bch,2017-12-22,186,381,113,95,63,13,3,26,126,1.125e-05,54048,330847,1
bch,2017-12-23,189,385,113,95,64,13,3,81,159,1.108e-05,47006,261048,1
bch,2017-12-24,192,385,114,96,64,13,3,81,159,1e-05,34686,87923,1
bch,2017-12-25,196,392,119,98,64,13,3,75,125,1e-05,28791,77773,1
bch,2017-12-26,196,395,122,98,67,13,3,73,143,1.117e-05,31570,84216,1
bch,2017-12-27,197,401,124,98,67,13,3,78,142,1.87e-05,47033,113828,1
bch,2017-12-28,203,408,125,101,67,13,3,78,147,1.82e-05,33174,149298,1
bch,2017-12-30,207,415,129,101,67,13,3,73,158,1.824e-05,35630,330886,1
bch,2018-01-03,210,419,133,102,67,13,3,62,132,1.827e-05,47394,158203,1
bch,2018-01-04,210,423,133,103,67,13,3,59,146,1.129e-05,51493,192868,1
bch,2018-01-06,213,437,136,103,68,13,3,84,153,1.108e-05,40660,110616,1
bch,2018-01-07,213,438,136,104,68,13,3,84,147,1.129e-05,36338,112241,1
bch,2018-01-08,214,440,136,104,68,13,3,96,126,1.129e-05,37027,142308,1
bch,2018-01-13,221,450,134,106,80,13,3,84,151,4.004e-05,55684,103474,1
bch,2018-01-15,222,452,134,106,80,13,3,85,126,5.595e-05,105658,96603,0
bch,2018-01-16,222,455,135,107,80,13,3,94,142,1.13e-05,34235,90290,0
bch,2018-01-17,223,456,135,107,80,13,3,95,143,1.905e-05,39742,95543,0
bch,2018-01-18,224,458,134,107,80,13,3,95,152,1.782e-05,40297,100366,0
bch,2018-01-20,231,464,136,107,80,13,3,91,127,7e-06,24322,62260,0
bch,2018-01-21,232,464,136,107,80,13,3,105,144,1e-05,21762,56936,0
bch,2018-01-23,233,469,137,108,81,13,3,121,163,1.108e-05,23842,61874,0
bch,2018-01-24,234,471,137,109,81,13,3,116,127,6.76e-06,21773,53825,0
bch,2018-01-25,237,475,139,109,81,13,3,115,153,5.97e-06,24994,58482,0
bch,2018-01-27,236,477,138,109,81,13,3,115,146,6.79e-06,18722,55988,0
bch,2018-01-28,235,477,137,109,81,13,3,112,143,9.65e-06,19414,60709,0
bch,2018-01-29,235,476,136,110,81,13,3,112,147,1e-05,20970,59654,0
bch,2018-01-30,238,477,137,110,82,13,3,112,155,1.145e-05,27968,67316,0
bch,2018-01-31,240,477,137,110,82,13,3,109,118,2.26e-05,36542,74776,0
bch,2018-02-01,241,482,139,111,82,13,3,109,161,1.13e-05,24194,63006,0
bch,2018-02-02,243,483,137,111,82,13,3,94,130,1.13e-05,25327,290328,0
bch,2018-02-03,243,484,137,111,83,13,3,80,138,7.28e-06,17699,49683,0
bch,2018-02-04,243,486,137,111,83,13,3,77,151,6.76e-06,16009,74494,0
bch,2018-02-05,243,488,135,111,83,13,3,65,134,1e-05,20821,50446,0
bch,2018-02-06,244,490,135,111,83,13,3,64,155,9.7e-06,21160,56803,0
bch,2018-02-07,245,491,135,111,83,13,3,60,146,6.76e-06,21149,54781,0
bch,2018-02-08,246,492,135,111,83,13,3,54,164,1.114e-05,22268,60541,0
bch,2018-02-09,246,494,136,112,84,13,3,54,126,7.34e-06,22390,61060,0
bch,2018-02-10,245,497,136,112,84,13,3,92,155,1.125e-05,23849,119975,0
bch,2018-02-11,245,497,136,112,84,13,3,87,141,6.96e-06,16767,47909,0
bch,2018-02-12,245,498,138,112,85,13,3,85,149,6.99e-06,19744,54511,0
bch,2018-02-13,246,499,138,112,85,13,3,77,136,1.06e-05,20706,52868,0
bch,2018-02-14,246,499,138,112,85,13,3,75,141,6.68e-06,21342,58778,0
bch,2018-02-15,246,499,138,112,85,13,3,72,147,3.9e-06,23467,62867,0
bch,2018-02-16,247,500,138,112,85,13,3,71,151,5.37e-06,21584,54917,0
bch,2018-02-18,247,502,137,112,86,13,3,61,141,9.6e-06,19746,48913,1
bch,2018-02-19,247,503,137,113,86,13,3,51,145,7.7e-06,18498,52318,1
bch,2018-02-20,247,502,137,114,86,13,3,42,139,9.6e-06,20715,57697,1
bch,2018-02-21,247,502,137,116,87,13,3,34,141,1e-05,19156,53030,1
bch,2018-02-22,248,503,136,116,87,13,3,34,142,6.7e-06,18988,53722,0
bch,2018-02-23,248,503,137,116,87,13,3,32,141,9.6e-06,17589,51597,0
bch,2018-02-24,249,503,136,116,87,13,3,30,146,6.76e-06,15909,43888,0
bch,2018-02-25,249,502,135,116,87,13,3,34,140,7.4e-06,14810,43474,0
bch,2018-02-26,249,503,137,116,87,13,3,37,149,2.26e-06,32393,49850,0
bch,2018-02-27,250,505,137,116,87,13,3,37,132,6.7e-06,19160,52777,0
bch,2018-02-28,251,506,137,117,87,13,3,42,149,4.86e-06,19562,51260,0
bch,2018-03-01,251,509,138,117,87,13,3,35,153,4.52e-06,19482,53558,0
bch,2018-03-02,251,509,137,117,87,13,3,35,143,5.22e-06,18261,48942,1
bch,2018-03-03,252,510,137,119,88,13,3,28,138,5.22e-06,17814,50102,1
bch,2018-03-04,255,510,137,119,88,13,3,28,141,5.2e-06,15001,43950,1
bch,2018-03-05,255,512,137,119,88,13,3,27,142,2e-06,38489,47304,1
bch,2018-03-06,255,513,137,119,88,13,3,53,146,5.22e-06,18850,51303,0
bch,2018-03-07,254,515,137,119,88,13,3,53,146,4.54e-06,17901,48361,0
bch,2018-03-08,256,516,137,120,88,13,3,50,147,3.9e-06,18593,49530,0
bch,2018-03-09,256,516,137,120,88,13,3,57,141,4.52e-06,18891,60504,0
bch,2018-03-10,255,517,137,120,94,13,3,56,151,3.9e-06,14639,44308,0
bch,2018-03-11,255,518,137,120,94,13,3,58,144,4.08e-06,13530,45011,0
bch,2018-03-12,255,518,137,120,94,13,3,58,142,5.84e-06,15893,46369,0
bch,2018-03-13,256,518,137,120,94,13,3,51,145,4.52e-06,16918,47706,0
bch,2018-03-14,256,520,137,120,94,13,3,51,138,3.82e-06,19661,47742,0
bch,2018-03-15,257,520,137,120,94,13,3,51,144,3.9e-06,17474,47209,0
bch,2018-03-16,257,520,137,120,94,13,3,56,145,4e-06,18341,46167,0
bch,2018-03-17,259,521,138,121,94,13,3,64,151,3.9e-06,16278,44857,0
bch,2018-03-18,258,521,138,122,94,13,3,64,145,4.52e-06,14658,40876,0
bch,2018-03-19,258,521,138,122,94,13,3,64,148,5.18e-06,15976,53423,0
bch,2018-03-20,261,522,137,123,95,13,3,64,138,4e-06,19091,49118,0
bch,2018-03-21,263,522,137,123,95,13,3,72,139,4.54e-06,18557,57365,0
bch,2018-03-22,263,522,137,123,95,13,3,72,140,4.58e-06,17059,49594,0
bch,2018-03-23,264,522,137,123,95,13,3,72,151,4.52e-06,14926,42760,0
bch,2018-03-24,264,522,137,123,95,13,3,68,141,4.52e-06,14397,42520,0
bch,2018-03-25,264,522,137,124,95,13,3,65,142,4.52e-06,13298,40954,0
bch,2018-03-26,264,523,137,124,95,13,3,63,144,4.52e-06,15207,43620,0
bch,2018-03-27,264,523,137,124,95,13,3,60,155,3e-06,18438,48801,0
bch,2018-03-28,265,524,138,125,96,13,3,58,124,2e-06,78109,46728,0
bch,2018-03-29,267,526,138,125,96,13,3,58,145,2.99e-06,21654,51360,0
bch,2018-03-30,267,526,138,126,97,13,3,58,138,2.92e-06,21062,50554,0
bch,2018-03-31,268,528,138,126,97,13,3,60,148,3e-06,16902,44532,0
bch,2018-04-01,268,530,138,126,97,13,3,59,153,3.74e-06,13651,41956,0
bch,2018-04-02,268,530,138,126,97,13,3,52,131,2.6e-06,16925,50350,0
bch,2018-04-03,269,530,137,126,97,13,3,54,150,3.79e-06,22117,93984,0
bch,2018-04-04,269,530,136,127,97,13,3,55,147,2.95e-06,20109,50294,0
bch,2018-04-05,270,533,137,127,98,13,3,51,131,3e-06,16564,44767,0
bch,2018-04-06,271,534,136,128,98,13,3,50,146,3e-06,16843,49025,0
bch,2018-04-07,273,534,136,129,98,13,3,48,152,2.91e-06,12991,42461,0
bch,2018-04-08,272,536,137,129,98,13,3,47,140,3.74e-06,11220,34651,0
bch,2018-04-09,272,540,138,130,98,13,3,47,145,4.24e-06,11934,50702,0
bch,2018-04-11,274,551,139,130,107,13,3,44,150,4.6e-06,11968,37070,0
bch,2018-04-12,276,554,139,130,107,13,3,41,121,4.58e-06,14686,40668,0
bch,2018-04-13,276,556,139,130,107,13,3,68,153,4.35e-06,15111,44709,0
bch,2018-04-14,274,556,139,131,107,13,3,66,152,3.82e-06,11368,37225,0
bch,2018-04-15,275,556,139,132,108,13,3,64,144,2.94e-06,14279,43406,0
bch,2018-04-16,276,556,140,133,108,13,3,59,142,2.72e-06,17182,44005,0
bch,2018-04-17,276,557,140,134,108,13,3,61,143,3.74e-06,16306,41211,0
bch,2018-04-18,277,557,139,134,108,13,3,61,154,3.74e-06,18182,47716,0
bch,2018-04-20,277,558,140,136,108,13,3,63,148,2.92e-06,21846,56577,1
bch,2018-04-21,277,559,140,136,109,13,3,66,155,3.13e-06,18421,46173,1
bch,2018-04-22,278,560,140,136,109,13,3,69,146,2.72e-06,19243,47680,1
bch,2018-04-23,279,562,141,136,109,13,3,69,145,3.82e-06,27823,72195,1
bch,2018-04-24,282,564,142,137,109,13,3,70,131,3.82e-06,28861,73568,1
bch,2018-04-25,281,565,143,138,109,13,3,72,153,3.74e-06,26093,63990,1
bch,2018-04-26,281,567,143,139,122,13,3,73,144,3.82e-06,21587,61721,1
bch,2018-05-01,286,572,142,142,126,13,3,82,145,3.17e-06,18868,46226,1
bch,2018-05-02,288,574,141,142,126,13,3,89,146,3.15e-06,22533,55208,1
bch,2018-05-03,289,577,141,143,126,13,3,100,133,2.82e-06,25575,57337,1
bch,2018-05-05,290,579,141,144,126,13,3,99,155,3.74e-06,23115,55747,1
bch,2018-05-06,290,581,141,144,126,13,3,101,138,3.74e-06,20260,51523,1
bch,2018-05-07,291,582,142,144,126,13,3,93,147,3.82e-06,19494,60196,1
bch,2018-05-08,291,583,144,144,126,13,3,86,138,3.74e-06,19668,52693,1
bch,2018-05-09,292,585,144,145,126,13,3,87,147,3.76e-06,18394,49259,1
bch,2018-05-10,292,585,144,145,126,13,3,102,140,3.82e-06,20798,51225,1
bch,2018-05-11,293,585,144,145,126,13,3,100,145,3.82e-06,19102,50244,1
bch,2018-05-12,294,585,144,146,127,13,3,105,144,3.82e-06,16556,43814,1
bch,2018-05-13,294,586,144,146,127,13,3,104,142,3.74e-06,15385,41897,1
bch,2018-05-14,293,586,143,146,128,13,3,104,145,3.82e-06,19064,49740,1
bch,2018-05-15,294,587,143,146,128,13,3,103,140,3.82e-06,20332,50316,1
bch,2018-05-16,294,589,142,148,129,13,3,105,148,3.74e-06,20461,49872,1
bch,2018-05-17,294,589,141,149,130,13,3,103,129,3.82e-06,16498,43330,0
bch,2018-05-18,295,589,141,150,130,13,3,105,149,3.89e-06,15221,43773,0
bch,2018-05-19,295,589,142,152,130,13,3,102,145,3.82e-06,12495,36921,0
bch,2018-05-20,295,590,142,152,130,13,3,100,148,4e-06,14395,38433,0
bch,2018-05-21,295,590,142,152,130,13,3,101,152,3.82e-06,15508,44345,0
bch,2018-05-22,297,592,142,152,130,13,3,105,126,3.82e-06,15170,45517,0
bch,2018-05-23,296,593,142,152,130,13,3,108,145,3.82e-06,16111,44666,0
bch,2018-05-24,300,594,142,152,130,13,3,110,149,3.89e-06,15130,41407,0
bch,2018-05-25,301,595,143,153,130,13,3,115,142,3.82e-06,15209,42021,0
bch,2018-05-26,303,595,143,155,131,13,3,110,147,3.82e-06,11872,34729,0
bch,2018-05-27,303,595,142,155,131,13,3,109,141,3.82e-06,11560,33072,0
bch,2018-05-28,303,595,142,155,131,13,3,109,148,3.82e-06,14257,39549,0
bch,2018-05-29,304,595,142,155,131,13,3,107,147,3.82e-06,15350,42884,0
bch,2018-05-30,304,595,142,155,132,13,3,98,140,3.82e-06,15741,46467,0
bch,2018-05-31,305,596,142,156,132,13,3,90,140,3.8e-06,15869,57394,0
bch,2018-06-01,306,597,143,156,132,13,3,88,143,3.79e-06,14552,40255,0
bch,2018-06-02,306,601,143,156,132,13,3,87,153,3.76e-06,14000,39463,0
bch,2018-06-03,306,601,143,156,132,13,3,85,148,3.82e-06,13935,40511,0
bch,2018-06-04,308,601,143,156,132,13,3,83,147,3.82e-06,15324,42844,0
bch,2018-06-05,307,599,141,156,132,13,3,77,153,3.82e-06,16233,41465,0
bch,2018-06-06,309,601,141,156,132,13,3,75,135,3.74e-06,15798,45642,0
bch,2018-06-07,310,601,142,156,133,13,3,56,138,3.82e-06,15307,38628,0
bch,2018-06-08,310,602,143,156,133,13,3,55,149,3.82e-06,16067,39319,0
bch,2018-06-09,311,602,144,157,133,13,3,49,146,3.82e-06,12834,34271,0
bch,2018-06-10,311,602,144,157,133,13,3,49,129,6.76e-06,15242,36995,0
bch,2018-06-11,311,604,144,157,133,13,3,49,149,5.22e-06,17091,39392,0
bch,2018-06-12,311,605,145,158,133,13,3,46,150,3.82e-06,16269,43610,0
bch,2018-06-13,311,606,145,158,133,13,3,44,144,3.82e-06,14523,38557,0
bch,2018-06-14,311,607,144,158,133,13,3,44,143,3.82e-06,14325,39029,0
bch,2018-06-15,311,611,145,158,133,13,3,41,137,3.74e-06,12739,35782,0
bch,2018-06-16,311,612,145,158,133,13,3,41,140,3.32e-06,11207,30332,0
bch,2018-06-17,312,613,145,158,133,13,3,41,144,3.82e-06,11092,29228,0
bch,2018-06-18,312,613,145,158,133,13,3,39,149,3.82e-06,13355,36969,0
bch,2018-06-19,312,613,145,158,138,13,3,34,153,3.82e-06,14102,40460,0
bch,2018-06-20,312,614,144,158,138,13,3,29,144,3.82e-06,14151,36897,0
bch,2018-06-21,312,615,143,158,138,13,3,26,141,1e-05,20775,40565,0
bch,2018-06-22,312,616,143,158,138,13,3,18,125,3.82e-06,14477,37700,0
bch,2018-06-23,312,616,143,158,138,13,3,11,151,3.82e-06,14122,32304,0
bch,2018-06-24,313,616,143,160,138,13,3,10,155,3.74e-06,12984,31685,0
bch,2018-06-25,313,616,143,160,138,13,3,10,135,3.85e-06,13187,46274,0
bch,2018-06-26,314,617,143,160,140,13,3,7,141,3.82e-06,13693,34663,0
bch,2018-06-27,315,617,144,160,140,13,3,2,163,3.74e-06,14345,38687,0
bch,2018-06-28,315,618,144,160,140,13,3,1,120,3.74e-06,13010,35482,0
bch,2018-06-29,316,621,144,161,140,13,3,0,139,3.75e-06,13754,34393,0
bch,2018-06-30,316,622,143,161,143,13,3,0,144,2.49e-06,17196,37605,0
bch,2018-07-01,316,623,143,161,143,13,3,0,162,1.92e-06,42258,59116,0
bch,2018-07-02,317,623,143,161,143,13,3,0,137,1.92e-06,62609,82308,0
bch,2018-07-03,317,623,142,161,143,13,3,0,145,2.6e-06,72761,43663,0
bch,2018-07-04,317,623,142,161,143,13,3,0,143,2.78e-06,16833,37528,0
bch,2018-07-05,317,623,142,161,143,13,3,0,150,2.6e-06,49648,36823,0
bch,2018-07-06,318,626,142,161,143,13,3,0,134,2.78e-06,14837,31576,0
bch,2018-07-07,318,627,142,162,143,13,3,0,147,2.6e-06,52584,31253,0
bch,2018-07-08,319,628,142,162,143,13,3,0,152,2.6e-06,15447,32274,0
bch,2018-07-09,319,628,142,162,143,13,3,0,138,2.6e-06,20197,32083,0
bch,2018-07-10,319,629,142,162,144,13,3,0,140,3e-06,15124,34096,0
bch,2018-07-11,321,632,143,163,144,13,3,0,142,2.6e-06,43587,33770,0
bch,2018-07-12,324,633,144,163,144,13,3,0,149,2.6e-06,20483,35226,0
bch,2018-07-13,326,633,144,163,144,13,3,0,150,2.6e-06,15252,36164,0
bch,2018-07-14,326,633,144,164,144,13,3,0,147,2.6e-06,14120,32286,0
bch,2018-07-15,327,633,144,164,144,13,3,0,132,2.6e-06,13733,28285,0
bch,2018-07-16,326,633,145,164,144,13,3,0,146,2.6e-06,39399,39387,0
bch,2018-07-17,326,635,145,164,144,13,3,0,131,2.6e-06,51396,41751,1
bch,2018-07-18,329,639,145,164,144,13,3,0,146,2.6e-06,33677,44891,1
bch,2018-07-19,330,639,145,164,144,13,3,0,137,3e-06,100695,48066,1
bch,2018-07-20,330,641,145,164,144,13,3,0,153,3.14e-06,98845,49822,1
bch,2018-07-21,330,641,145,164,144,13,3,0,136,3.1e-06,94877,33297,1
bch,2018-07-22,329,645,145,164,144,13,3,0,139,2.6e-06,26923,30681,1
bch,2018-07-23,329,646,144,164,144,13,3,0,136,2.6e-06,21305,36167,1
bch,2018-07-24,329,646,145,164,144,13,3,0,151,2.6e-06,30590,40467,1
bch,2018-07-25,331,649,145,164,144,13,3,0,145,2.6e-06,21890,39384,1
bch,2018-07-26,331,649,145,164,144,13,3,0,146,3.74e-06,15800,44199,1
bch,2018-07-27,332,650,146,164,144,13,3,0,133,3.75e-06,16400,36942,1
bch,2018-07-28,333,650,146,164,144,13,3,0,152,2.6e-06,14207,39304,1
bch,2018-07-29,333,650,146,164,144,13,3,0,148,2.6e-06,37976,34326,1
bch,2018-07-30,333,650,146,165,144,13,3,0,153,4.38e-06,16210,38024,1
bch,2018-07-31,333,652,147,165,144,13,3,0,138,3.07e-06,19074,41114,1
bch,2018-08-01,333,652,147,165,144,13,3,0,139,2.89e-06,687613,47226,1
bch,2018-08-02,336,652,147,166,144,13,3,0,133,2.6e-06,58780,37064,0
bch,2018-08-03,337,652,147,166,144,13,3,0,145,2.84e-06,19013,34815,0
bch,2018-08-04,340,652,147,166,144,13,3,0,155,4.48e-06,14284,29097,0
bch,2018-08-05,341,653,147,167,144,13,3,0,143,3.74e-06,12927,28980,0
bch,2018-08-06,342,654,149,168,144,13,3,0,155,3.74e-06,17215,34480,0
bch,2018-08-07,342,657,149,171,145,13,3,0,131,2.84e-06,18475,45881,0
bch,2018-08-08,342,659,149,171,145,13,3,0,141,3.27e-06,16542,48269,0
bch,2018-08-09,344,660,149,171,145,13,3,0,138,3.04e-06,17161,35835,0
bch,2018-08-10,348,664,148,175,146,13,3,61,151,3.21e-06,15028,32901,0
bch,2018-08-11,349,664,148,175,151,13,3,61,143,2.29e-06,18505,27944,0
bch,2018-08-12,349,664,148,175,151,13,3,59,138,2.6e-06,15331,34918,0
bch,2018-08-13,349,664,148,175,152,13,3,58,155,3.28e-06,14280,36906,0
bch,2018-08-14,349,664,150,175,152,13,3,60,136,2.6e-06,26864,92369,0
bch,2018-08-15,349,664,150,175,152,13,3,56,138,2.46e-06,20366,35384,0
bch,2018-08-16,349,664,150,175,152,13,3,56,151,2.6e-06,19736,31797,0
bch,2018-08-17,350,664,150,176,152,13,3,56,149,2.26e-06,20550,43866,0
bch,2018-08-18,351,665,150,176,152,13,3,55,144,2.6e-06,66701,29242,0
bch,2018-08-19,351,665,150,176,152,13,3,55,135,2.1e-06,128532,32521,0
bch,2018-08-20,351,667,150,176,152,13,3,55,137,2.6e-06,43166,32893,0
bch,2018-08-21,356,669,151,176,152,13,3,47,156,2.6e-06,27521,29791,0
bch,2018-08-22,357,671,151,176,152,13,3,47,141,2.6e-06,21346,32597,0
bch,2018-08-23,358,670,151,176,152,13,3,38,141,2.6e-06,33625,32867,0
bch,2018-08-24,358,671,151,176,153,13,3,34,148,2.6e-06,19820,35334,0
bch,2018-08-25,358,671,151,177,153,13,3,34,138,2.6e-06,28156,28002,0
bch,2018-08-26,358,670,151,177,153,13,3,34,134,2.6e-06,20265,28916,0
bch,2018-08-27,358,670,151,177,153,13,3,33,152,2.6e-06,22443,55074,0
bch,2018-08-28,360,672,152,177,153,13,3,68,143,2.6e-06,22908,44093,0
bch,2018-08-29,360,673,155,177,153,13,3,67,139,2.6e-06,26021,54563,0
bch,2018-08-30,363,674,156,178,153,13,3,66,144,2.6e-06,60724,34505,0
bch,2018-08-31,362,674,156,179,153,13,3,66,147,2.6e-06,534090,40184,0
bch,2018-09-01,362,675,156,179,153,13,3,63,160,2.6e-06,2103739,57287,0
bch,2018-09-02,363,676,156,180,153,13,3,63,146,2.6e-06,1370438,72822,1
bch,2018-09-03,363,676,155,180,153,13,3,58,141,2.1e-06,448407,38364,1
bch,2018-09-04,362,677,155,180,153,13,3,54,133,2.1e-06,1526043,65452,1
bch,2018-09-05,363,678,154,180,155,13,3,52,165,2.1e-06,1511603,47353,1
bch,2018-09-06,363,678,154,181,155,13,3,49,104,2.1e-06,663949,47060,0
bch,2018-09-07,363,678,154,181,155,13,3,47,160,2.6e-06,40446,32851,0
bch,2018-09-08,363,678,154,183,155,13,3,46,137,2.6e-06,21803,30783,0
bch,2018-09-09,364,679,154,183,155,13,3,45,146,2.6e-06,51924,31171,0
bch,2018-09-10,365,679,154,184,156,13,3,43,149,2.6e-06,57771,38617,0
bch,2018-09-11,365,681,156,185,156,13,3,37,140,2.6e-06,114119,53822,0
bch,2018-09-12,366,683,156,186,156,13,3,35,142,3.5e-06,20374,38311,0
bch,2018-09-13,366,685,156,186,156,13,3,35,144,3.82e-06,14728,46013,0
bch,2018-09-14,366,687,156,186,156,13,3,35,135,2.6e-06,18964,36425,0
bch,2018-09-15,366,688,157,186,156,13,3,35,146,5.2e-06,26091,44219,0
bch,2018-09-16,366,689,157,186,156,13,3,35,153,2.6e-06,19656,35246,0
bch,2018-09-17,366,689,157,186,156,13,3,35,132,3.82e-06,14430,35882,0
bch,2018-09-18,367,693,158,186,156,13,3,122,144,2.6e-06,21791,36156,0
bch,2018-09-19,367,694,158,187,158,13,3,124,146,2.6e-06,25602,41034,0
bch,2018-09-20,368,695,159,187,158,13,3,122,146,2.6e-06,43898,34225,0
bch,2018-09-21,368,695,159,187,158,13,3,119,147,2.6e-06,22381,43895,0
bch,2018-09-22,368,695,159,187,159,13,3,113,144,2.6e-06,24974,33180,0
bch,2018-09-23,369,695,159,187,159,13,3,105,148,2.6e-06,16739,29476,0
bch,2018-09-24,369,696,160,187,159,13,3,99,139,2.64e-06,20099,33344,0
bch,2018-09-25,368,696,160,187,159,13,3,94,135,2.6e-06,19024,37168,0
bch,2018-09-26,370,699,160,187,159,13,3,94,157,2.6e-06,27608,45089,0
bch,2018-09-27,370,699,160,187,158,13,3,94,147,2.61e-06,23359,45741,1
bch,2018-09-28,370,701,160,187,158,13,3,94,141,2.6e-06,20373,38341,1
bch,2018-09-29,370,699,159,188,158,13,3,130,149,2.6e-06,105008,34258,1
bch,2018-09-30,370,699,159,188,158,13,3,141,141,4.52e-06,14609,34515,1
bch,2018-10-01,370,699,160,188,158,13,3,134,139,2.6e-06,288522,37040,1
bch,2018-10-02,370,700,160,188,158,13,3,134,143,2.6e-06,25367,34416,1
