asset,date,forks,stars,subscribers,total_issues,closed_issues,pull_requests_merged,pull_request_contributors,commit_count_4_weeks,blockcount,medianfee,txcount,activeaddresses,label
ltc,2015-03-13,743,988,241,103,91,24,13,0,576,0.001,3894,14735,1
ltc,2015-03-14,742,988,241,103,91,24,13,0,599,0.001,4460,24100,1
ltc,2015-03-15,742,988,242,103,91,24,13,0,524,0.001,3559,12070,1
ltc,2015-03-16,742,989,241,103,91,24,13,0,573,0.001,4132,16069,1
ltc,2015-03-17,742,989,241,103,91,24,13,0,505,0.001,3788,13212,1
ltc,2015-03-18,742,989,241,103,91,24,13,0,444,0.001,4004,14107,1
ltc,2015-03-19,743,989,241,103,91,24,13,0,440,0.001,4092,12351,0
ltc,2015-03-20,743,989,241,103,91,24,13,0,528,0.001,3800,12338,0
ltc,2015-03-21,743,989,241,103,91,24,13,0,663,0.001,4162,26513,0
ltc,2015-03-22,743,989,241,103,91,24,13,15,655,0.001,4485,17076,0
ltc,2015-03-23,744,989,241,103,91,24,13,15,627,0.001,4147,14968,0
ltc,2015-03-24,745,989,241,103,91,24,13,13,615,0.001,3938,13234,0
ltc,2015-03-25,745,989,241,103,91,24,13,13,661,0.001,4203,12671,0
ltc,2015-03-26,745,989,241,103,91,24,13,13,597,0.001,3700,14135,0
ltc,2015-03-27,746,989,241,103,91,24,13,12,574,0.001,3429,12633,0
ltc,2015-03-28,744,989,241,103,91,24,13,12,589,0.001,3699,24143,0
ltc,2015-03-29,744,990,241,103,91,24,13,12,605,0.001,3848,16063,0
ltc,2015-03-30,744,990,241,103,91,24,13,12,590,0.001,3565,13953,0
ltc,2015-03-31,742,991,241,103,91,24,13,12,588,0.001,3855,15170,0
ltc,2015-04-01,742,992,241,103,91,24,13,12,527,0.001,3714,12135,0
ltc,2015-04-02,742,993,241,103,91,24,13,12,529,0.001,3523,13734,0
ltc,2015-04-03,741,993,242,103,91,24,13,13,629,0.001,3422,11565,0
ltc,2015-04-04,741,993,242,103,91,24,13,13,585,0.001,3456,24750,0
ltc,2015-04-05,741,993,242,103,91,24,13,13,585,0.001,3391,14320,0
ltc,2015-04-06,741,994,242,103,91,24,13,11,557,0.001,3721,14007,0
ltc,2015-04-07,740,994,242,103,91,24,13,11,589,0.001,3627,12996,0
ltc,2015-04-08,739,995,241,103,91,24,13,10,602,0.001,5383,15033,0
ltc,2015-04-09,740,995,241,103,91,24,13,10,549,0.001,3968,12295,0
ltc,2015-04-10,740,995,241,103,91,24,13,8,570,0.001,4963,16149,0
ltc,2015-04-11,740,996,241,103,91,24,13,8,565,0.001,4894,27128,0
ltc,2015-04-12,740,996,240,103,91,24,13,8,612,0.001,3949,13046,0
ltc,2015-04-13,740,996,239,104,92,24,13,38,534,0.001,3584,16969,0
ltc,2015-04-14,739,997,239,104,92,24,13,36,543,0.001,4751,12866,0
ltc,2015-04-15,740,998,240,104,92,24,13,35,618,0.001,4462,15195,0
ltc,2015-04-16,740,998,239,104,93,24,13,34,617,0.001,3957,10282,0
ltc,2015-04-17,740,997,238,106,101,24,13,38,536,0.001,3885,12459,0
ltc,2015-04-18,741,997,238,107,102,24,13,38,554,0.001,4247,24522,0
ltc,2015-04-19,741,996,238,107,102,24,13,37,555,0.001,5386,14765,0
ltc,2015-04-20,740,997,238,107,102,24,13,37,624,0.001,4031,14167,0
ltc,2015-04-21,740,997,237,107,102,24,13,36,592,0.001,4144,12256,0
ltc,2015-04-22,740,998,237,107,102,24,13,35,582,0.001,3752,10937,0
ltc,2015-04-23,740,998,236,107,102,24,13,31,554,0.001,3878,15262,0
ltc,2015-04-24,740,998,236,107,102,24,13,31,522,0.001,3821,12709,0
ltc,2015-04-25,740,997,236,107,102,24,13,30,577,0.001,3392,22968,0
ltc,2015-04-26,742,997,236,107,102,24,13,30,581,0.001,3422,15676,0
ltc,2015-04-27,742,997,236,107,102,24,13,29,556,0.001,3410,13716,0
ltc,2015-04-28,742,997,236,107,102,24,13,29,561,0.001,3428,11198,0
ltc,2015-04-29,743,998,235,107,102,24,13,29,617,0.001,3114,10252,0
ltc,2015-04-30,742,998,235,107,102,24,13,30,592,0.001,3061,13290,0
ltc,2015-05-01,741,998,235,107,102,24,13,28,581,0.001,2835,10767,0
ltc,2015-05-02,743,997,235,107,102,24,13,28,552,0.001,2949,22760,0
ltc,2015-05-03,743,998,235,107,102,24,13,28,531,0.001,3410,16009,0
ltc,2015-05-04,743,998,234,107,102,24,13,26,589,0.001,3438,11284,0
ltc,2015-05-05,742,998,234,108,102,24,13,26,527,0.001,3197,12582,0
ltc,2015-05-07,743,997,234,108,102,24,13,25,610,0.001,3400,12392,0
ltc,2015-05-08,744,998,234,108,102,24,13,25,628,0.001,3385,12918,1
ltc,2015-05-09,744,998,234,108,102,24,13,25,606,0.001,3681,23713,1
ltc,2015-05-10,744,998,234,108,102,24,13,23,608,0.001,3167,12361,1
ltc,2015-05-11,746,999,234,108,102,24,13,18,523,0.001,3592,16225,1
ltc,2015-05-12,747,999,234,108,102,24,13,17,545,0.001,3590,13336,1
ltc,2015-05-13,747,999,234,108,102,24,13,17,567,0.001,3435,12512,1
ltc,2015-05-14,745,999,234,108,102,24,13,14,589,0.001,2860,11869,1
ltc,2015-05-15,745,999,234,108,102,24,13,12,580,0.001,2966,11089,1
ltc,2015-05-16,745,999,235,108,102,24,13,12,592,0.001,3153,22945,1
ltc,2015-05-17,746,999,235,108,102,24,13,9,565,0.001,2978,13336,1
ltc,2015-05-18,746,999,235,108,102,24,13,9,591,0.001,3616,13923,1
ltc,2015-05-19,746,1000,235,108,102,24,13,5,573,0.001,3172,12377,1
ltc,2015-05-20,747,1000,235,108,102,24,13,5,611,0.001,3062,12869,1
ltc,2015-05-21,746,1001,235,108,102,24,13,5,534,0.001,2846,11471,1
ltc,2015-05-22,746,1001,235,108,102,24,13,5,561,0.001,4498,13314,1
ltc,2015-05-23,746,1001,235,108,102,24,13,15,544,0.001,3628,13015,1
ltc,2015-05-24,747,1002,234,108,102,24,13,15,585,0.001,3731,23145,1
ltc,2015-05-25,747,1003,234,108,102,24,13,15,569,0.001,3424,13566,1
ltc,2015-05-26,748,1003,234,108,102,24,13,15,560,0.001,3153,12221,1
ltc,2015-05-27,748,1003,234,108,102,24,13,15,568,0.001,3369,12236,1
ltc,2015-05-28,748,1002,234,108,102,24,13,11,560,0.001,3255,11259,1
ltc,2015-05-29,750,1003,234,108,102,24,13,11,533,0.001,3065,11926,1
ltc,2015-05-30,751,1004,234,108,102,24,13,11,598,0.001,3180,22464,1
ltc,2015-05-31,751,1004,234,108,102,24,13,11,605,0.001,3597,13779,1
ltc,2015-06-01,751,1004,234,108,102,25,14,13,580,0.001,3986,14286,1
ltc,2015-06-02,751,1003,235,108,102,25,14,12,587,0.001,3612,11619,1
ltc,2015-06-03,752,1003,235,108,102,25,14,17,580,0.001,3879,11987,1
ltc,2015-06-04,752,1003,235,108,102,25,14,15,605,0.001,3064,11056,1
ltc,2015-06-05,752,1003,235,108,102,25,14,15,571,0.001,3319,9312,1
ltc,2015-06-06,753,1004,236,108,102,25,14,15,600,0.001,3387,22868,1
ltc,2015-06-07,755,1005,236,108,102,26,15,17,586,0.001,3045,13423,1
ltc,2015-06-08,755,1006,237,108,102,26,15,16,545,0.001,3738,11689,1
ltc,2015-06-09,757,1006,236,108,102,26,15,16,548,0.001,3196,11169,1
ltc,2015-06-10,757,1006,236,108,102,27,15,14,564,0.001,3124,11385,1
ltc,2015-06-11,758,1006,236,108,104,29,15,26,548,0.001,3421,12093,1
ltc,2015-06-12,758,1006,236,108,104,29,15,26,607,0.001,3967,12545,1
ltc,2015-06-13,759,1006,236,109,104,29,15,25,554,0.001,3433,23837,1
ltc,2015-06-14,759,1006,236,109,104,29,15,25,553,0.001,4402,13714,1
ltc,2015-06-15,759,1007,236,109,105,29,15,28,568,0.001,4375,15418,1
ltc,2015-06-16,759,1007,236,109,105,29,15,27,538,0.001,6420,17141,1
ltc,2015-06-17,758,1007,236,109,105,29,15,27,574,0.001,6622,18565,1
ltc,2015-06-18,758,1007,236,110,105,29,15,27,599,0.001,5208,15006,1
ltc,2015-06-19,757,1007,236,110,106,29,15,26,581,0.001,4896,14927,1
ltc,2015-06-20,758,1007,236,110,106,29,15,26,609,0.0,9503,30127,1
ltc,2015-06-21,757,1007,236,110,106,29,15,27,632,0.0,16654,28507,1
ltc,2015-06-22,757,1007,236,110,106,29,15,27,587,0.001,4332,13797,1
ltc,2015-06-23,757,1008,236,110,106,29,15,27,544,0.001,3995,14817,1
ltc,2015-06-24,755,1007,236,110,106,29,15,24,595,0.001,4622,14962,1
ltc,2015-06-25,755,1007,236,110,106,29,15,23,631,0.001,5584,15359,1
ltc,2015-06-26,756,1008,236,110,106,29,15,23,565,0.001,5529,16251,1
ltc,2015-06-27,755,1008,236,110,106,29,15,23,577,0.001,8973,29575,1
ltc,2015-06-28,755,1007,236,110,106,29,15,22,646,0.001,9308,21860,1
ltc,2015-06-29,755,1008,236,110,106,29,15,21,538,0.001,10743,23426,1
ltc,2015-06-30,757,1008,236,110,106,29,15,20,537,0.001,7881,22441,1
ltc,2015-07-01,757,1008,236,110,106,29,15,18,599,0.001,5210,16071,1
ltc,2015-07-02,755,1008,238,111,106,29,15,17,592,0.001,5086,17588,1
ltc,2015-07-03,755,1010,239,111,106,29,15,17,614,0.001,4945,15523,1
ltc,2015-07-04,755,1010,239,112,106,29,15,20,600,0.001,4787,25161,1
ltc,2015-07-05,756,1010,239,112,107,30,15,18,625,0.001,6324,19130,1
ltc,2015-07-06,757,1011,239,113,109,30,15,17,592,0.001,7810,22089,1
ltc,2015-07-07,759,1012,239,113,109,30,15,15,633,0.001,6124,18490,1
ltc,2015-07-08,758,1014,237,113,109,30,15,13,616,0.001,6852,18838,1
ltc,2015-07-09,760,1016,238,113,108,30,15,7,539,0.001,9613,25121,1
ltc,2015-07-10,761,1016,238,113,109,30,15,7,541,0.001,11648,26447,1
ltc,2015-07-11,762,1018,238,113,109,30,15,7,573,0.001,7624,29361,1
ltc,2015-07-12,764,1018,239,113,109,31,16,9,586,0.001,7378,22682,1
ltc,2015-07-13,764,1017,239,113,109,31,16,6,602,0.001,5789,15401,1
ltc,2015-07-14,765,1017,238,113,109,31,16,6,609,0.001,4613,12701,1
ltc,2015-07-15,766,1016,238,113,109,31,16,6,592,0.001,5091,14742,1
ltc,2015-07-16,769,1017,238,113,109,31,16,6,557,0.001,6819,15845,1
ltc,2015-07-17,769,1017,238,113,109,31,16,6,568,0.001,4395,10878,0
ltc,2015-07-18,769,1017,238,113,109,31,16,6,512,0.001,3514,10639,0
ltc,2015-07-19,768,1017,238,113,109,31,16,5,511,0.001,3874,19178,0
ltc,2015-07-20,768,1017,238,113,109,31,16,5,580,0.001,3217,10312,0
ltc,2015-07-21,768,1016,237,113,109,31,16,5,596,0.001,3510,8936,0
ltc,2015-07-22,768,1016,237,113,109,31,16,5,600,0.001,3224,9674,0
ltc,2015-07-23,768,1016,237,113,109,31,16,5,598,0.001,2902,8965,0
ltc,2015-07-24,768,1016,237,113,109,31,16,5,604,0.001,4465,11963,0
ltc,2015-07-25,769,1016,237,113,109,31,16,5,600,0.001,4021,11586,1
ltc,2015-07-26,769,1016,237,113,109,31,16,5,581,0.001,4157,20677,1
ltc,2015-07-27,769,1016,237,113,109,31,16,5,593,0.001,3734,11755,1
ltc,2015-07-28,769,1017,238,113,109,31,16,5,595,0.001,4486,12362,1
ltc,2015-07-29,770,1017,238,113,109,31,16,5,554,0.001,4278,11546,1
ltc,2015-07-30,770,1017,238,113,109,31,16,5,541,0.001,3230,9989,1
ltc,2015-07-31,771,1018,238,113,109,31,16,5,605,0.001,3163,9981,1
ltc,2015-08-03,771,1018,238,113,109,31,16,2,607,0.001,3850,11251,0
ltc,2015-08-04,771,1018,238,113,109,31,16,2,585,0.001,3571,11058,0
ltc,2015-08-05,770,1020,238,113,109,31,16,2,564,0.001,3188,9564,0
ltc,2015-08-06,769,1021,238,113,109,31,16,2,590,0.001,3620,10867,0
ltc,2015-08-07,768,1021,238,113,109,31,16,2,547,0.001,3147,10000,0
ltc,2015-08-08,768,1021,238,113,109,31,16,2,579,0.001,3486,18397,0
ltc,2015-08-09,766,1021,238,113,109,31,16,0,549,0.001,3270,10642,0
ltc,2015-08-10,765,1022,238,114,109,31,16,0,562,0.001,3620,11809,0
ltc,2015-08-11,765,1024,237,114,109,31,16,0,562,0.001,3389,8995,0
ltc,2015-08-12,765,1023,237,114,109,31,16,0,569,0.001,3513,11550,0
ltc,2015-08-13,765,1024,236,114,109,31,16,0,571,0.001,3149,10777,0
ltc,2015-08-14,766,1024,236,114,109,31,16,0,550,0.001,3152,11617,0
ltc,2015-08-15,766,1024,236,114,109,32,17,2,563,0.001,2920,17153,0
ltc,2015-08-16,765,1024,236,115,110,32,17,2,537,0.001,3107,10850,0
ltc,2015-08-17,765,1024,236,115,110,32,17,2,585,0.001,3819,10267,0
ltc,2015-08-20,766,1025,237,116,112,32,17,2,571,0.001,2949,9288,0
ltc,2015-08-21,767,1025,238,116,112,32,17,2,604,0.001,2668,9651,0
ltc,2015-08-22,767,1025,238,116,112,32,17,2,552,0.001,3287,18779,0
ltc,2015-08-24,768,1025,239,116,112,32,17,2,559,0.001,4400,12091,0
ltc,2015-08-25,767,1025,239,116,112,32,17,2,527,0.001,5531,12038,0
ltc,2015-08-26,768,1025,239,116,112,32,17,2,517,0.001,4204,10932,0
ltc,2015-08-27,766,1025,239,116,112,32,17,2,534,0.001,2763,8590,0
ltc,2015-08-28,766,1026,240,116,112,32,17,2,527,0.001,3419,10170,0
ltc,2015-08-30,766,1026,240,117,112,32,17,2,528,0.001,2707,10350,0
ltc,2015-08-31,767,1027,240,117,112,32,17,2,587,0.001,2877,10002,0
ltc,2015-09-01,766,1027,240,117,112,32,17,2,625,0.001,3268,9617,0
ltc,2015-09-02,767,1027,240,117,112,32,17,2,641,0.001,2870,9324,0
ltc,2015-09-03,767,1027,240,117,112,32,17,2,561,0.001,3065,8307,0
ltc,2015-09-04,767,1027,240,117,112,32,17,2,592,0.001,2988,9042,0
ltc,2015-09-05,767,1026,240,117,112,32,17,2,611,0.001,3403,19657,0
ltc,2015-09-06,766,1027,240,117,112,32,17,2,592,0.001,5977,13198,0
ltc,2015-09-07,768,1027,240,117,112,32,17,2,612,0.001,2977,10171,0
ltc,2015-09-08,768,1026,240,117,112,32,17,2,619,0.001,3063,9559,0
ltc,2015-09-09,768,1026,240,117,112,32,17,2,623,0.001,2816,8308,0
ltc,2015-09-12,770,1026,241,118,112,32,17,0,507,0.001,2738,9008,0
ltc,2015-09-13,772,1026,241,118,112,32,17,0,588,0.001,3621,21179,0
ltc,2015-09-14,771,1027,242,118,112,32,17,0,632,0.001,2999,9827,0
ltc,2015-09-19,770,1027,242,118,112,32,17,0,574,0.001,2673,8604,0
ltc,2015-09-23,771,1029,242,118,112,32,17,0,603,0.001,2964,8752,0
ltc,2015-09-25,771,1029,242,118,112,32,17,0,558,0.001,3444,10795,1
ltc,2015-09-26,771,1029,242,118,112,32,17,0,568,0.001,2559,9097,1
ltc,2015-09-28,770,1029,242,118,112,32,17,0,640,0.001,3693,11618,1
ltc,2015-10-02,773,1032,243,118,112,32,17,0,602,0.001,3075,9852,1
ltc,2015-10-06,773,1032,243,118,112,32,17,0,581,0.001,3515,9554,1
ltc,2015-10-22,776,1034,241,122,113,32,17,0,570,0.001,4476,10398,1
ltc,2015-10-26,775,1032,241,122,116,33,17,24,549,0.001,6287,11937,1
ltc,2015-10-28,776,1030,241,122,116,33,17,23,569,0.001,5716,13611,1
ltc,2015-10-29,776,1031,241,122,116,33,17,23,558,0.001,7109,14635,1
ltc,2015-10-30,776,1032,241,122,116,33,17,23,577,0.001,7988,17156,1
ltc,2015-10-31,776,1033,241,122,116,33,17,23,550,0.001,11663,22534,1
ltc,2015-11-03,777,1032,240,122,116,33,17,23,585,0.001,6952,16439,1
ltc,2015-11-04,777,1033,239,122,116,33,17,22,577,0.001,8463,16841,1
ltc,2015-11-06,779,1035,240,123,117,33,17,22,596,0.001,7884,24447,1
ltc,2015-11-12,778,1041,240,123,117,33,17,17,561,0.001,5937,13271,0
ltc,2015-11-14,779,1041,240,123,117,33,17,17,542,0.001,5861,22494,0
ltc,2015-11-24,781,1041,239,123,117,33,17,0,581,0.001,5098,14972,0
ltc,2015-12-03,782,1039,239,123,117,35,18,12,620,0.001,4749,10446,0
ltc,2015-12-05,780,1040,239,123,117,35,18,12,599,0.001,6008,22755,1
ltc,2015-12-07,780,1041,240,123,117,35,18,12,533,0.001,9440,12835,1
ltc,2015-12-09,779,1042,240,123,117,35,18,12,613,0.001,7234,14918,1
ltc,2015-12-10,779,1043,240,123,117,35,18,12,620,0.001,5826,13638,1
ltc,2015-12-13,780,1043,240,123,117,35,18,12,575,0.001,5847,12910,1
ltc,2015-12-16,780,1044,240,123,117,35,18,12,553,0.00103734,8647,16677,1
ltc,2015-12-20,782,1045,240,123,117,35,18,12,552,0.00103734,4275,14557,1
ltc,2015-12-22,784,1046,241,123,117,36,18,32,545,0.00103734,4237,13002,0
ltc,2015-12-26,783,1046,242,123,117,37,19,34,612,0.001,3830,12419,1
ltc,2015-12-30,783,1047,242,123,117,37,19,22,562,0.0011,4562,14363,0
ltc,2015-12-31,783,1048,241,123,117,37,19,4,561,0.001,2860,8174,0
ltc,2016-01-01,784,1047,241,123,117,37,19,4,559,0.001,3136,14800,0
ltc,2016-01-12,788,1055,244,124,118,37,19,5,663,0.0011,3998,14405,0
ltc,2016-01-14,788,1057,244,124,118,37,19,5,557,0.0010686,3302,12441,0
ltc,2016-01-15,787,1057,244,124,118,37,19,4,557,0.0011,4134,12837,0
ltc,2016-01-16,786,1058,245,124,118,37,19,4,584,0.0013819,5179,14781,0
ltc,2016-01-17,787,1058,245,124,118,37,19,4,558,0.00138017,6082,24957,0
ltc,2016-02-02,789,1068,246,125,119,37,19,0,636,0.00149476,3366,21002,0
ltc,2016-02-03,789,1068,246,125,119,37,19,0,636,0.00117233,3219,14014,0
ltc,2016-02-04,789,1067,246,125,119,37,19,0,559,0.00110029,3939,17252,0
ltc,2016-02-08,789,1067,246,125,119,37,19,0,587,0.001497,3572,10746,0
ltc,2016-02-09,789,1068,246,125,119,37,19,0,556,0.0012858,4141,17633,0
ltc,2016-02-12,790,1068,246,125,119,37,19,0,559,0.00103842,3381,17500,0
ltc,2016-02-13,790,1069,245,125,119,37,19,0,551,0.00122586,3252,17289,0
ltc,2016-02-18,789,1070,245,125,119,37,19,2,550,0.0011,3736,16127,1
ltc,2016-02-24,791,1070,243,125,119,37,19,2,598,0.00104166,4684,12922,1
ltc,2016-02-25,792,1070,243,125,119,37,19,2,575,0.0011,3822,15040,1
ltc,2016-02-29,793,1072,243,125,119,37,19,2,556,0.00110033,4700,18706,1
ltc,2016-03-03,794,1075,243,125,119,37,19,2,571,0.001,4283,17658,1
ltc,2016-03-08,791,1077,245,125,119,37,19,2,550,0.001,3127,11077,0
ltc,2016-03-12,795,1081,246,125,119,37,19,2,548,0.00142247,3261,12679,1
ltc,2016-03-13,795,1081,246,125,119,37,19,2,603,0.0011,4081,22989,0
ltc,2016-03-14,796,1081,246,125,119,37,19,2,559,0.001,4158,18090,0
ltc,2016-03-15,798,1081,246,125,119,37,19,2,589,0.001,3446,17037,0
ltc,2016-03-20,799,1083,246,125,119,37,19,0,573,0.001,4601,20275,0
ltc,2016-03-21,799,1083,246,125,119,38,19,0,637,0.001,4272,12879,0
ltc,2016-03-22,801,1085,247,125,119,38,19,0,592,0.001,4864,19454,0
ltc,2016-03-23,801,1085,247,125,119,38,19,0,608,0.001,4249,22028,0
ltc,2016-03-24,801,1085,247,125,119,38,19,0,552,0.00122699,7126,16785,0
ltc,2016-03-25,801,1086,247,125,119,38,19,0,516,0.001,4160,16436,0
ltc,2016-03-26,801,1086,247,125,119,38,19,0,572,0.001,5010,24101,0
ltc,2016-03-27,799,1086,247,125,119,38,19,0,566,0.001,4581,22726,0
ltc,2016-03-28,799,1086,247,125,119,38,19,0,580,0.001,5255,14266,1
ltc,2016-03-29,799,1087,247,125,119,38,19,0,575,0.001,5205,16930,0
ltc,2016-03-30,799,1087,247,125,119,38,19,0,566,0.001,4923,12206,0
ltc,2016-03-31,799,1088,249,125,119,38,19,0,542,0.001,4970,13609,0
ltc,2016-04-01,799,1088,249,125,119,38,19,0,576,0.001,5587,15733,0
ltc,2016-04-02,799,1088,249,125,119,38,19,0,571,0.001,5474,33498,0
ltc,2016-04-03,800,1088,249,125,119,38,19,0,609,0.001,3872,16141,1
ltc,2016-04-04,800,1088,249,125,119,38,19,0,574,0.001,4161,19715,1
ltc,2016-04-05,800,1088,249,125,119,38,19,0,581,0.001,5809,13040,0
ltc,2016-04-06,800,1088,249,125,119,38,19,0,608,0.001,4994,21823,1
ltc,2016-04-07,799,1088,249,125,119,38,19,0,566,0.001,5822,19582,1
ltc,2016-04-08,799,1089,249,125,119,38,19,0,488,0.001,5313,17374,0
ltc,2016-04-10,800,1087,249,125,119,38,19,0,565,0.001,4689,11290,0
ltc,2016-04-11,799,1087,249,125,119,38,19,0,568,0.001,5222,20743,0
ltc,2016-04-12,799,1087,249,125,119,38,19,0,621,0.001,4048,19243,0
ltc,2016-04-13,799,1088,249,125,119,38,19,0,537,0.001,3839,14785,1
ltc,2016-04-14,799,1088,249,125,119,38,19,0,565,0.001,3898,15153,1
ltc,2016-04-15,799,1088,249,125,119,38,19,0,552,0.001,4388,18304,0
ltc,2016-04-16,799,1088,248,125,119,38,19,0,519,0.001,3526,13284,1
ltc,2016-04-17,799,1088,248,125,119,38,19,0,558,0.001,4252,24367,1
ltc,2016-04-18,800,1088,248,125,119,38,19,0,611,0.001,4444,17510,1
ltc,2016-04-19,800,1088,249,125,119,38,19,0,604,0.001,4357,17763,1
ltc,2016-04-20,802,1088,249,125,119,38,19,0,599,0.001,4245,15228,1
ltc,2016-04-21,802,1088,249,125,119,38,19,0,542,0.001,4605,17198,1
ltc,2016-04-22,802,1088,249,125,119,38,19,0,504,0.001,3976,11444,1
ltc,2016-04-23,801,1088,249,125,119,38,19,0,549,0.001,4755,24657,1
ltc,2016-04-24,801,1089,249,125,119,38,19,0,584,0.001,6336,20975,1
ltc,2016-04-25,801,1089,249,125,119,38,19,0,656,0.001,6860,22373,1
ltc,2016-04-26,801,1089,249,125,119,38,19,0,574,0.001,6469,20225,1
ltc,2016-04-27,800,1089,249,125,119,38,19,0,622,0.001,6955,14480,1
ltc,2016-04-28,800,1089,249,125,119,38,19,0,557,0.001,5731,23920,1
ltc,2016-04-29,800,1089,249,125,119,38,19,0,550,0.001,5654,16294,1
ltc,2016-04-30,799,1089,249,125,119,38,19,0,590,0.001,5063,18436,1
ltc,2016-05-01,800,1089,249,125,119,38,19,0,542,0.001,5894,25525,1
ltc,2016-05-02,800,1089,249,125,119,38,19,0,521,0.001,5691,16920,1
ltc,2016-05-03,800,1089,249,125,119,38,19,0,528,0.001,5337,13905,1
ltc,2016-05-04,800,1089,249,125,119,38,19,0,520,0.001,5891,13407,1
ltc,2016-05-05,799,1089,249,125,119,38,19,0,595,0.001,6905,26952,1
ltc,2016-05-06,799,1089,249,125,119,38,19,0,582,0.001,6238,15992,1
ltc,2016-05-07,799,1089,249,125,119,38,19,0,624,0.001,5743,17569,1
ltc,2016-05-08,799,1091,249,125,119,38,19,0,569,0.001,5261,12887,1
ltc,2016-05-09,798,1091,249,125,121,39,19,2,537,0.001,6434,22819,1
ltc,2016-05-10,798,1091,249,125,121,39,19,2,601,0.001,6837,16137,1
ltc,2016-05-11,797,1091,249,125,121,39,19,2,597,0.001,6763,19631,1
ltc,2016-05-12,798,1091,249,125,121,39,19,2,524,0.001,7054,16845,1
ltc,2016-05-13,798,1091,249,125,121,39,19,2,575,0.001,7199,18216,1
ltc,2016-05-14,799,1091,249,125,121,39,19,2,550,0.001,6309,23119,1
ltc,2016-05-15,800,1091,249,125,121,39,19,2,619,0.001,6220,13108,1
ltc,2016-05-16,800,1091,249,125,121,39,19,2,627,0.001,7454,21230,1
ltc,2016-05-17,801,1091,249,125,121,39,19,2,612,0.001,6990,12883,1
ltc,2016-05-18,802,1092,250,125,121,39,19,2,611,0.001,6630,21174,1
ltc,2016-05-19,803,1092,250,125,121,39,19,2,547,0.001,6676,22359,1
ltc,2016-05-20,803,1092,250,125,121,39,19,2,556,0.001,5574,14515,1
ltc,2016-05-21,803,1092,250,125,121,39,19,2,567,0.001,5864,21496,1
ltc,2016-05-22,802,1093,251,125,121,39,19,2,547,0.001,5786,12948,1
ltc,2016-05-23,803,1093,251,125,121,39,19,2,573,0.001,6259,24034,1
ltc,2016-05-24,804,1093,250,125,121,39,19,2,612,0.001,5427,15315,1
ltc,2016-05-25,802,1094,250,125,121,39,19,2,593,0.001,6225,14549,1
ltc,2016-05-26,802,1094,250,125,121,39,19,2,562,0.001,5851,10835,1
ltc,2016-05-27,802,1094,250,125,121,39,19,2,571,0.001,8993,22705,1
ltc,2016-05-28,802,1094,250,125,121,39,19,2,607,0.001,8104,24599,1
ltc,2016-05-29,802,1095,250,125,121,39,19,2,557,0.001,6509,18502,1
ltc,2016-05-30,802,1095,251,125,121,39,19,2,463,0.001,6834,15240,1
ltc,2016-05-31,803,1095,252,125,121,39,19,2,449,0.001,8108,17725,1
ltc,2016-06-01,804,1095,252,125,121,39,19,2,439,0.001,7149,16341,1
ltc,2016-06-02,803,1095,252,125,121,39,19,2,497,0.001,7029,20090,1
ltc,2016-06-03,804,1095,252,125,121,39,19,2,577,0.0011,9525,20078,1
ltc,2016-06-04,803,1096,252,125,121,39,19,2,609,0.001,4141,15609,1
ltc,2016-06-05,803,1096,252,125,121,39,19,2,559,0.001,3515,12037,1
ltc,2016-06-06,802,1097,252,125,121,39,19,0,650,0.001,4314,16550,1
ltc,2016-06-07,802,1097,253,125,121,39,19,0,604,0.001,4230,17592,1
ltc,2016-06-08,803,1097,254,125,121,39,19,0,605,0.001,3891,9494,1
ltc,2016-06-09,803,1097,254,125,121,39,19,0,592,0.001,3670,12913,1
ltc,2016-06-10,804,1098,254,125,121,39,19,0,551,0.001,3734,15036,1
ltc,2016-06-11,804,1098,254,125,121,39,19,0,601,0.001,3681,15411,1
ltc,2016-06-12,805,1100,256,125,121,39,19,0,609,0.001,5175,13911,1
ltc,2016-06-13,805,1102,256,125,121,39,19,0,568,0.001,5440,22849,1
ltc,2016-06-14,805,1102,256,125,121,39,19,0,570,0.001,5090,14794,1
ltc,2016-06-15,805,1102,256,125,121,39,19,0,582,0.001,5141,18880,1
ltc,2016-06-16,805,1102,256,125,121,39,19,0,582,0.001,6314,16612,1
ltc,2016-06-17,806,1102,256,125,121,39,19,0,582,0.001,6585,21235,1
ltc,2016-06-18,806,1103,256,125,121,39,19,0,645,0.001,4332,16350,1
ltc,2016-06-19,806,1104,256,125,121,39,19,0,632,0.001,3894,15789,1
ltc,2016-06-20,807,1106,256,125,121,39,19,0,554,0.001,4840,22291,1
ltc,2016-06-21,805,1109,257,125,121,39,19,0,590,0.001,5269,18211,1
ltc,2016-06-22,806,1109,257,125,121,39,19,0,578,0.001,5582,16587,1
ltc,2016-06-23,808,1109,257,125,121,39,19,2,511,0.001,6734,13743,0
ltc,2016-06-24,809,1108,256,125,121,40,19,2,564,0.001,5294,13639,0
ltc,2016-06-25,809,1108,256,125,121,40,19,2,529,0.001,4501,14852,0
ltc,2016-06-26,808,1108,256,125,121,40,19,2,527,0.001,4022,12043,0
ltc,2016-06-27,809,1108,256,126,121,40,19,2,640,0.001,4196,14195,0
ltc,2016-06-28,811,1108,256,127,121,40,19,2,609,0.001,4274,18599,0
ltc,2016-06-29,811,1109,257,127,121,40,19,2,589,0.00105331,4812,10027,0
