Open,High,Close,Volume,MarketCup,Close
-0.5052474431147831,-0.5041026380260614,-0.5136175176710874,-0.504769968601648,-0.5548947432765019,-0.5182718328320132
-0.5123377581667475,-0.5123326839086467,-0.5156467512634954,-0.5092670519735257,-0.5563020159174544,-0.5206932389082948
-0.5151206367622418,-0.511913748896561,-0.5108203144594535,-0.5134940014933944,-0.5528086096697856,-0.5180252896678826
-0.5113933169918417,-0.5070513999498383,-0.5077148022765974,-0.5129626296629816,-0.5505849144903571,-0.5104528924838747
-0.5060769819509022,-0.5086784894806482,-0.5083089977484074,-0.5129032403096179,-0.551010386853208,-0.5110604452811962
-0.5075763173472663,-0.5046864442364516,-0.5034349131942676,-0.5124045388882549,-0.5475203093066495,-0.5061295819985864
-0.5024001071097254,-0.4925346260794388,-0.49474900863229,-0.5073927477872248,-0.5413007864135001,-0.5025370958926849
-0.49415796617382524,-0.48879394184249353,-0.49017202181405517,-0.5076055596367781,-0.5380234450565992,-0.49610642836161467
-0.4884352692030302,-0.4819396244834668,-0.4787393645993708,-0.5075445101379881,-0.5298371159578179,-0.4924229560879983
-0.47854806307523157,-0.45683325463015445,-0.4579929736449472,-0.4966146464035971,-0.5149817082782069,-0.4769112820114549
-0.45682871854846296,-0.4393406907706823,-0.4524546233982651,-0.49264683618772537,-0.5110159847452188,-0.46188682418783594
-0.45390291265350213,-0.4532277107196885,-0.49485831817663234,-0.49397933781857656,-0.5408525437600363,-0.4923260998449471
-0.4960804784764527,-0.4789205895899207,-0.48344528062375297,-0.4962146127499143,-0.5325865860475871,-0.49990436710429154
-0.4833347263593245,-0.48062876331661814,-0.48228491776842586,-0.5006553451477933,-0.5316805106451026,-0.491698001783948
-0.4818718234118441,-0.4787827464569118,-0.4762252450794953,-0.5094640767797799,-0.5272568961959018,-0.4862799222484136
-0.4760902740236217,-0.46519033241963037,-0.463480873332702,-0.5054304245698309,-0.5180114817356637,-0.47479805489033633
-0.46143882458027385,-0.46328755662280274,-0.47769952252370323,-0.5070375393129922,-0.528169468312299,-0.4778945196303086
-0.4780884537200844,-0.48145852492120067,-0.48387130756580543,-0.5051714732068255,-0.5325534478707353,-0.49113740958931795
-0.4828583020277696,-0.4829720965777681,-0.48609393496743447,-0.5129243836711793,-0.534098428383202,-0.48538180072193826
-0.48567481057607964,-0.4783448917991191,-0.47834977417209906,-0.5106448473833664,-0.528455072402017,-0.4838555811344637
-0.47806042875940474,-0.48014225814129297,-0.4854324720837214,-0.5134507750653131,-0.5334950276512657,-0.4824555681667227
-0.48529086861476767,-0.4864262833225774,-0.49131556781640656,-0.5072229117777636,-0.5376854759564995,-0.49360871130595924
-0.49045306637196867,-0.48681008184977836,-0.48420764462532057,-0.5137942685510657,-0.5324993464552513,-0.4881965018457613
-0.4838419781476272,-0.47884491100709226,-0.4755301484898308,-0.5118168160838434,-0.5261797834008384,-0.4854199562116251
-0.4749496581239579,-0.4746744805319431,-0.47574316196085703,-0.5107872126845469,-0.526262937229515,-0.4771020594598892
-0.47543729243978466,-0.4760772371207975,-0.47750612871448206,-0.5134983867831997,-0.5274840732923477,-0.4764974417002359
-0.4761211014803694,-0.4790638383359886,-0.48264087448974596,-0.5136686613216414,-0.531117835739246,-0.4819478066501206
-0.48221653042820445,-0.48408565286795696,-0.48924148928273004,-0.5145603160330614,-0.5358267778646395,-0.48724261460358975
-0.48867067887273974,-0.4919616310951669,-0.4962401029294735,-0.5085133459499822,-0.5408222715809945,-0.4977324392298086
-0.4960104160747535,-0.4814152800167273,-0.48039302180865334,-0.5118361740059841,-0.5293073519272986,-0.49497937389701807
-0.47991287866033305,-0.47180139719099456,-0.4715165262462838,-0.5093552276221116,-0.5228327489069052,-0.4797465283989555
-0.4712475608181694,-0.4728879254158876,-0.503437716003097,-0.5040273197731137,-0.5458700281982138,-0.5055014839375873
-0.5022375623377832,-0.489239904919875,-0.49191256609704587,-0.5053924291660175,-0.5374782248852917,-0.502604601759054
-0.49216539146949845,-0.4880587784664466,-0.4881315769863302,-0.513815662500616,-0.5346890942703629,-0.4900220952753943
-0.4876645827843384,-0.48978046622579197,-0.4900851347403471,-0.510077578823547,-0.5360444106353539,-0.4931890009194038
-0.4897916772999278,-0.4894101817312389,-0.48703287592524747,-0.5140902129659289,-0.5337711907924946,-0.4892149599166337
-0.4869387363027341,-0.483558605594688,-0.4862873287766557,-0.513288080813535,-0.5331654651509911,-0.48495622026004626
-0.48573646548957494,-0.4859370753407225,-0.48830815394257565,-0.5159091685301868,-0.5345676049529746,-0.48684638451838
-0.48820826702152464,-0.49086699445068505,-0.48873978650228667,-0.515082478754883,-0.5348189183717565,-0.49079401018213614
-0.4882951443996317,-0.48716685231168355,-0.4875822264557888,-0.5142462666360018,-0.533920510979118,-0.4867671385013381
-0.48656039933355816,-0.4879371521726152,-0.49208073462680346,-0.5124340769474437,-0.5371294370497082,-0.48941747751574094
-0.49058758618323123,-0.49266976640591803,-0.5005900622325357,-0.5037532078367813,-0.5432481904443641,-0.5015450531608265
-0.49966487094738654,-0.5025647411107276,-0.5199714852870937,-0.4838520422596801,-0.5572785208078507,-0.5356619310162175
-0.5231021455638207,-0.5191545675893184,-0.5307566936622116,-0.5073134680122439,-0.5650638159963571,-0.533454782689716
-0.5309799620108848,-0.5217357478250719,-0.5282397713335069,-0.5071352999521527,-0.5631953088052642,-0.5353977776260778
-0.5282167008878663,-0.5240493502143964,-0.5287638965845846,-0.4841292552223748,-0.5635325923787473,-0.5661422972006838
-0.5276057567450488,-0.5216843945010098,-0.5312471852073377,-0.4966626640740256,-0.5652930116079629,-0.5408540126512991
-0.5307221323726315,-0.5323766971320468,-0.5369789292632411,-0.5115029859512742,-0.5694149089638061,-0.5389814586189745
-0.5366914489974081,-0.5364065816676576,-0.550006384701793,-0.5073618628175957,-0.5788501165502296,-0.551053268548364
-0.550678706872647,-0.5272900152433685,-0.5341004445955576,-0.4873405402998281,-0.5672194819530136,-0.5689188428348201
-0.5339393978586613,-0.5353660011537675,-0.5372031539695845,-0.5110827498939281,-0.5694293779087286,-0.5419751970405591
-0.5366297940839126,-0.534484886225123,-0.5468139854452286,-0.5069002797420851,-0.5763808071184906,-0.5562600253717865
-0.547018647007878,-0.5366876735467345,-0.5441120777337907,-0.5094416491547754,-0.5743717484490675,-0.5494683482075251
-0.5433950195919927,-0.5397121140533397,-0.5440195850424241,-0.5131795762143515,-0.5742622813007582,-0.5479333235070459
-0.5437285166240811,-0.5434933403882287,-0.5450201877944815,-0.5150957285947948,-0.5749406829712623,-0.5461253403034223
-0.5445356354916564,-0.544585274226181,-0.5637681760536195,-0.5047567187617362,-0.5885776401572472,-0.5644869359558077
-0.5630909619576867,-0.5566857390591317,-0.5587175145432343,-0.504630453738841,-0.584855728664995,-0.5720211776501287
-0.5582258287836905,-0.5481664928778807,-0.5499559341428657,-0.5096591595291203,-0.5784149361110411,-0.5637707867647619
-0.5491933839566228,-0.5412932558731468,-0.5498438217896939,-0.5096026519376287,-0.5782911699917942,-0.5517019118730406
-0.5493138912875455,-0.5500233209637053,-0.5665205343239847,-0.501314610823029,-0.5904309391548801,-0.5696056416491835
-0.567754315414789,-0.5679240086091448,-0.5686534718430764,-0.4798830417508612,-0.5919540298037799,-0.6043242022265597
-0.5686511141565395,-0.5510530902514772,-0.5563267186118477,-0.49920065054886614,-0.582898130129918,-0.5714018847021343
-0.5561491791973247,-0.5536883266178222,-0.5574254196729304,-0.5114487336516824,-0.583657091764183,-0.5614110164795129
-0.5566956659305788,-0.5563668078886408,-0.5656965085281728,-0.5106545889914339,-0.5896673085703521,-0.5677066722778451
-0.5650414992209939,-0.5592750277144738,-0.5611139160922793,-0.5136015037406224,-0.5862801705223982,-0.5694324744267586
-0.5601903785273377,-0.5600588416080534,-0.5627451508309277,-0.5169585495865056,-0.5874418718490637,-0.5653292917665868
-0.5614991441910797,-0.5242655747367633,-0.5324832239010558,-0.48936062530159796,-0.5652416997316306,-0.5632013894571272
-0.5318823657447712,-0.5260737523050554,-0.5327578991663264,-0.5021131407730828,-0.5654014571013259,-0.5352715710063443
-0.5324428649583652,-0.5320037098309642,-0.5331138558876466,-0.5124131528503725,-0.5656192672054181,-0.5380305064144713
-0.5329248942820561,-0.5332226755758069,-0.5335763193444799,-0.5144159147044712,-0.5659112313581309,-0.5370003081929259
-0.5329837466994836,-0.5344200188684128,-0.5433048687909544,-0.5087517804213982,-0.5730012327153023,-0.5468150741554542
-0.5426943955750001,-0.5425824945877588,-0.5465841551212267,-0.5136058577069291,-0.5753634602322705,-0.5503048339429678
-0.5464357278257402,-0.5402013220351946,-0.5411158750952769,-0.5146262833211331,-0.571304489422216,-0.5479890892227421
